family,stage,file,variable,label
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q403_2,If yes how much of your land is in consolidation:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q404_1,Is any part of your land registered to become umudugudu?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q404_2,"If, yes how much of your land will become Umudugudu?:"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q405,Did your household use fertilizer and/or insecticides during the past 12 months?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q406_1,"Bought:If yes (2, 3 or 4) where did you get it from? (Total should amount to 100%)"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q406_2,"Bought with voucher:If yes (2, 3 or 4) where did you get it from? (Total should amount to 100%)"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q406_3,"Received from NGO, Government Institutions:If yes (2, 3 or 4) where did you get it from? (Total should amount to 100%)"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q406_4,"Free / Own production:If yes (2, 3 or 4) where did you get it from? (Total should amount to 100%)"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q407_1,Is any of the land that your household farms irrigated?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q407_2,If yes how much of the land you farm is irrigated?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q408_1,"Is any of the land that your household farms protected against soil erosion? (eg: terraces, agroforestry and other soil and water conservation practices):"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q408_2,"If yes, how much of the land you farm is protected against soil erosion?:"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q408_3,What type of anti erosion did your household use?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_01,Hoe:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_02,Shovel:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_03,Rake:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_04,Spade:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_05,Pick:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_06,Wheel barrow:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_07,Plough / Ox plough:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_08,Grinding mill:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_09,Oil press:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_10,Sewing machine:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_11,Ironing machine:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_12,Radio (only):Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_13,Tape / CD player:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_14,Mobile phone:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_15,Living room suite (chairs sofa:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_16,Bed:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_17,Bicycle:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_18,Motorized vehicle of any kind:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q409_19,Fishing boat / Canoe:Does your household own any of the following items.
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q410,Do you have a household vegetable plot /garden?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q411,Does your household own or manage any farm-animals?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QA412_1,Chicken - Total owened
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QA412_2,Chicken - Total managed
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QB412_1,Ducks and other poultry - Total owened
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QB412_2,Ducks and other poultry - Total managed
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QC412_1,Goats - Total owened
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QC412_2,Goats - Total managed
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QD412_1,Sheep - Total owened
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QD412_2,Sheep - Total managed
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QE412_1,Pigs - Total owened
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QE412_2,Pigs - Total managed
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QF412_1,Cattle - Total owened
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QF412_2,Cattle - Total managed
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QG412_1,Rabbits - Total owened
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QG412_2,Rabbits - Total managed
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QH412_1,Other - Total owened
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QH412_2,Other - Total managed
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q501,How many crops does your HH cultivate?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q502,Is any member of your household a member of a farmer organization/cooperative?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_A_1,Main crop - Crop name
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_A_2,Main crop - Specify other crop
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_A_3,Main crop - Crop seasonality
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_B_1,Main crop - Did you cultivate this crop in season A2012
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_B_2,Main crop - Did you cultivate this crop in season B2011
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_B_3,Main crop - Did you cultivate this crop in season C2011
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_C_1,Main crop - How long did your household have food stocks from this crop's harvest for SEASON A2012?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_C_2,Main crop - How long did your household have food stocks from this crop's harvest for SEASON B2011?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_C_3,Main crop - How long did your household have food stocks from this crop's harvest for SEASON C2011?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_C_4,Main crop - How long did your household have food stocks from this crop's harvest (For perennial crops and other non-annual crops)?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_D,Main crop - What % of your total land do you generally use for this crop?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_E,Main crop - What % of your production for this crop do you directly consume (including for animal feed and seeds for planting)
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_F_1,Main crop - What % of your production for this crop do you sell
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_F_2,"Main crop - What % of your production for this crop do you give a way? (gifts, aid)"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_G,"Main crop - Of this [major crop] approximately what percentage is lost/became spoiled, as to have no value, after harvesting?"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_H_1,Main crop - How do you normally acquire [major crop] seeds/planting material?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_H_2,Main crop - Specify other
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_I_1,Main crop - Whom did you sell the majority of this crop to?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q1503_I_2,Main crop - Specify other
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_A_1,Second crop - Crop name
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_A_2,Second crop - Specify other crop
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_A_3,Second crop - Crop seasonality
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_B_1,Second crop - Did you cultivate this crop in season A2012
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_B_2,Second crop - Did you cultivate this crop in season B2011
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_B_3,Second crop - Did you cultivate this crop in season C2011
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_C_1,Second crop - How long did your household have food stocks from this crop's harvest for SEASON A2012?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_C_2,Second crop - How long did your household have food stocks from this crop's harvest for SEASON B2011?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_C_3,Second crop - How long did your household have food stocks from this crop's harvest for SEASON C2011?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_C_4,Second crop - How long did your household have food stocks from this crop's harvest (For perennial crops and other non-annual crops)?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_D,Second crop - What % of your total land do you generally use for this crop?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_E,Second crop - What % of your production for this crop do you directly consume (including for animal feed and seeds for planting)
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_F_1,Second crop - What % of your production for this crop do you sell
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_F_2,"Second crop - What % of your production for this crop do you give a way? (gifts, aid)"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_G,"Second crop - Of this [major crop] approximately what percentage is lost/became spoiled, as to have no value, after harvesting?"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_H_1,Second crop - How do you normally acquire [major crop] seeds/planting material?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_H_2,Second crop - Specify other
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_I_1,Second crop - Whom did you sell the majority of this crop to?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q2503_I_2,Second crop - Specify other
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_A_1,Third crop - Crop name
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_A_2,Third crop - Specify other crop
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_A_3,Third crop - Crop seasonality
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_B_1,Third crop - Did you cultivate this crop in season A2012
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_B_2,Third crop - Did you cultivate this crop in season B2011
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_B_3,Third crop - Did you cultivate this crop in season C2011
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_C_1,Third crop - How long did your household have food stocks from this crop's harvest for SEASON A2012?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_C_2,Third crop - How long did your household have food stocks from this crop's harvest for SEASON B2011?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_C_3,Third crop - How long did your household have food stocks from this crop's harvest for SEASON C2011?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_C_4,Third crop - How long did your household have food stocks from this crop's harvest (For perennial crops and other non-annual crops)?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_D,Third crop - What % of your total land do you generally use for this crop?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_E,Third crop - What % of your production for this crop do you directly consume (including for animal feed and seeds for planting)
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_F_1,Third crop - What % of your production for this crop do you sell
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_F_2,"Third crop - What % of your production for this crop do you give a way? (gifts, aid)"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_G,"Third crop - Of this [major crop] approximately what percentage is lost/became spoiled, as to have no value, after harvesting?"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_H_1,Third crop - How do you normally acquire [major crop] seeds/planting material?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_H_2,Third crop - Specify other
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_I_1,Third crop - Whom did you sell the majority of this crop to?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q3503_I_2,Third crop - Specify other
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_A_1,Fourth crop - Crop name
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_A_2,Fourth crop - Specify other crop
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_A_3,Fourth crop - Crop seasonality
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_B_1,Fourth crop - Did you cultivate this crop in season A2012
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_B_2,Fourth crop - Did you cultivate this crop in season B2011
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_B_3,Fourth crop - Did you cultivate this crop in season C2011
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_C_1,Fourth crop - How long did your household have food stocks from this crop's harvest for SEASON A2012?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_C_2,Fourth crop - How long did your household have food stocks from this crop's harvest for SEASON B2011?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_C_3,Fourth crop - How long did your household have food stocks from this crop's harvest for SEASON C2011?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_C_4,Fourth crop - How long did your household have food stocks from this crop's harvest (For perennial crops and other non-annual crops)?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_D,Fourth crop - What % of your total land do you generally use for this crop?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_E,Fourth crop - What % of your production for this crop do you directly consume (including for animal feed and seeds for planting)
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_F_1,Fourth crop - What % of your production for this crop do you sell
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_F_2,"Fourth crop - What % of your production for this crop do you give a way? (gifts, aid)"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_G,"Fourth crop - Of this [major crop] approximately what percentage is lost/became spoiled, as to have no value, after harvesting?"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_H_1,Fourth crop - How do you normally acquire [major crop] seeds/planting material?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_H_2,Fourth crop - Specify other
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_I_1,Fourth crop - Whom did you sell the majority of this crop to?
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q4503_I_2,Fourth crop - Specify other
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q601_1,Household migrants
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q601_2,How many?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q602,How much did this household receive from remittances in the last 12 months?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q701,Have you or any household member taken a loan in the in the last 12 months?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q702_1,What was the main use of the largest loan taken in the last 12 months?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q702_2,Specify other:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q703_1,What was the source of the largest loan?:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q703_2,Specify other:
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,Q704,Household  total loan
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QA801_1,Cereals (grain or flour)
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QA801_2,Cereals (grain or flour) - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QB801_1,Roots and Tubers (including flour)
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QB801_2,Roots and Tubers (including flour) - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QC801_1,Bread
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QC801_2,Bread - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QD801_1,"Banana (cooking, and fruit)"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QD801_2,"Banana (cooking, and fruit) - If yes How much?:_"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QE801_1,Meat/Poultry/Fish
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QE801_2,Meat/Poultry/Fish - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QF801_1,Milk  and other dairy
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QF801_2,Milk  and other dairy - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QG801_1,"Oil, fat, butter"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QG801_2,"Oil, fat, butter - If yes How much?:_"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QH801_1,Fresh fruits
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QH801_2,Fresh fruits - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QI801_1,"Beans, peas and other pulses"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QI801_2,"Beans, peas and other pulses - If yes How much?:_"
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QJ801_1,vegetables
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QJ801_2,vegetables - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QK801_1,Groundnuts
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QK801_2,Groundnuts - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QL801_1,Sugar and sweet products
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QL801_2,Sugar and sweet products - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QM801_1,salt and spices
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QM801_2,salt and spices - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QN801_1,Drinking water
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QN801_2,Drinking water - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QO801_1,other non alcoholic beverages
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QO801_2,other non alcoholic beverages - If yes How much?:_
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QP801_1,Meals and drinks taken outside the house
Food-Security-CFSVAN,1_Raw,Food-Security-CFSVAN/1_Raw/2012/CFSVA_2012_children.sav,QP801_2,Meals and drinks taken outside the house - If yes How much?:_
